"","picID","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12"
"39",97,"A","A","1","1","1","1","1","1","1","1","1",""
"40",96,"A","A","1","1","1","1","1","1","1","1","1",""
"41",95,"A","A","1","1","1","1","1","1","1","1","1",""
"42",94,"A","A","1","1","1","1","1","1","1","1","1",""
"43",93,"A","A","1","1","1","1","1","1","1","1","1",""
"44",92,"A","A","1","1","1","1","1","1","1","1","1",""
"45",91,"A","A","1","1","1","1","1","1","1","1","1",""
"46",90,"A","A","1","1","1","1","1","1","1","1","1",""
"47",89,"A","A","1","1","1","1","1","1","1","1","1",""
"48",88,"A","A","1","1","1","1","1","1","1","1","1",""
"49",87,"A","A","1","1","1","1","1","1","1","1","1",""
"50",86,"A","A","1","1","1","1","1","1","1","1","1",""
"51",85,"A","A","1","1","1","1","1","1","1","1","1",""
"52",84,"A","A","1","1","1","1","1","1","1","1","1",""
"53",83,"A","A","1","1","1","1","1","1","1","1","1",""
"54",82,"A","A","1","1","1","1","1","1","1","1","1",""
"55",81,"A","A","1","1","1","1","1","1","1","1","1",""
"56",80,"A","A","1","1","1","1","1","1","1","1","1",""
"57",79,"A","A","1","1","1","1","1","1","1","1","1",""
"58",78,"A","A","1","1","1","1","1","1","1","1","1",""
"59",77,"A","A","1","1","1","1","1","1","1","1","1",""
"60",76,"A","A","1","1","1","1","1","1","1","1","1",""
"61",75,"A","A","1","1","1","1","1","1","1","1","1",""
"62",74,"A","A","1","1","1","1","1","1","1","1","1",""
"63",73,"A","A","1","1","1","1","1","1","1","1","1",""
"64",72,"A","A","1","1","1","1","1","1","1","1","1",""
"65",71,"A","A","1","1","1","1","1","1","1","1","1",""
"66",70,"A","A","1","1","1","1","1","1","1","1","1",""
"67",69,"A","A","1","1","1","1","1","1","1","1","1",""
"68",68,"A","A","1","1","1","1","1","1","1","1","1",""
"69",67,"A","A","1","1","1","1","1","1","1","1","1",""
"70",66,"A","A","1","1","1","1","1","1","1","1","1",""
"71",65,"A","A","1","1","1","1","1","1","1","1","1",""
"72",64,"A","A","1","1","1","1","1","1","1","1","1",""
"73",63,"A","A","1","1","1","1","1","1","1","1","1",""
"74",62,"A","A","1","1","1","1","1","1","1","1","1",""
"75",61,"A","A","1","1","1","1","1","1","1","1","1",""
"76",60,"A","A","1","1","1","1","1","1","1","1","1",""
"77",59,"A","A","1","1","1","1","1","1","1","1","1",""
"78",58,"A","A","1","1","1","1","1","1","1","1","1",""
"79",57,"A","A","1","1","1","1","1","1","1","1","1",""
"80",56,"A","A","1","1","1","1","1","1","1","1","1",""
"81",55,"A","A","1","1","1","1","1","1","1","1","1",""
"82",54,"A","A","1","1","1","1","1","1","1","1","1",""
"83",53,"A","A","1","1","1","1","1","1","1","1","1",""
"84",52,"A","A","1","1","1","1","1","1","1","1","1",""
"85",51,"A","A","1","1","1","1","1","1","1","1","1",""
"86",50,"A","A","1","1","1","1","1","1","1","1","1",""
"87",49,"A","A","1","1","1","1","1","1","1","1","1",""
"88",48,"A","A","1","1","1","1","1","1","1","1","1",""
"89",47,"A","A","1","1","1","1","1","1","1","1","1",""
"90",46,"A","A","1","1","1","1","1","1","1","1","1",""
"91",45,"A","A","1","1","1","1","1","1","1","1","1",""
"92",44,"A","A","1","1","1","1","1","1","1","1","1",""
"93",43,"A","A","1","1","1","1","1","1","1","1","1",""
"94",42,"A","A","1","1","1","1","1","1","1","1","1",""
"95",41,"A","A","1","1","1","1","1","1","1","1","1",""
"96",40,"A","A","1","1","1","1","1","1","1","1","1",""
"97",39,"A","A","1","1","1","1","1","1","1","1","1",""
"98",38,"A","A","1","1","1","1","1","1","1","1","1",""
"99",37,"A","A","1","1","1","1","1","1","1","1","1",""
"100",36,"A","A","1","1","1","1","1","1","1","1","1",""
"101",35,"A","A","1","1","1","1","1","1","1","1","1",""
"102",34,"A","A","1","1","1","1","1","1","1","1","1",""
"103",33,"A","A","1","1","1","1","1","1","1","1","1",""
"104",32,"A","A","1","1","1","1","1","1","1","1","1",""
"105",31,"A","A","1","1","1","1","1","1","1","1","1",""
"106",30,"A","A","1","1","1","1","1","1","1","1","1",""
"107",29,"A","A","1","1","1","1","1","1","1","1","1",""
"108",28,"A","A","1","1","1","1","1","1","1","1","1",""
"109",27,"A","A","1","1","1","1","1","1","1","1","1",""
"110",26,"A","A","1","1","1","1","1","1","1","1","1",""
"111",25,"A","A","1","1","1","1","1","1","1","1","1",""
"112",24,"A","A","1","1","1","1","1","1","1","1","1",""
"113",23,"A","A","1","1","1","1","1","1","1","1","1",""
"114",22,"A","A","1","1","1","1","1","1","1","1","1",""
"115",21,"A","A","1","1","1","1","1","1","1","1","1",""
"116",20,"A","A","1","1","1","1","1","1","1","1","1",""
"117",19,"A","A","1","1","1","1","1","1","1","1","1",""
